image_path,split,has_helmet,has_gloves,has_vest,has_boots,has_goggles,compliant
images/train/image1078.jpeg,train,1,0,1,0,0,0
images/train/image1079.jpg,train,1,0,1,0,0,0
images/train/image108.jpg,train,1,0,1,0,0,0
images/train/image1080.jpg,train,1,1,1,1,1,1
images/train/image1081.jpg,train,1,1,1,1,1,1
images/train/image1082.jpg,train,1,1,1,1,1,1
images/train/image1084.jpg,train,1,1,1,1,1,1
images/train/image1086.jpg,train,1,1,1,1,1,1
images/train/image1087.jpg,train,1,1,1,1,1,1
images/train/image109.jpg,train,1,0,1,0,0,0
images/train/image1090.jpeg,train,0,0,1,0,0,0
images/train/image1092.jpg,train,1,1,1,1,1,1
images/train/image1093.jpg,train,1,1,1,1,1,1
images/train/image1094.jpg,train,1,1,1,1,1,1
images/train/image1095.jpg,train,1,1,1,1,1,1
images/train/image1097.jpg,train,1,1,1,1,1,1
images/train/image1098.jpg,train,1,1,1,1,1,1
images/train/image1099.jpg,train,1,1,1,1,1,1
images/train/image1100.jpeg,train,1,0,1,0,0,0
images/train/image1101.jpg,train,1,1,1,1,1,1
images/train/image1102.jpg,train,1,1,1,1,1,1
images/train/image1103.jpg,train,1,1,1,1,1,1
images/train/image1104.jpg,train,1,1,1,1,1,1
images/train/image1105.jpg,train,1,1,1,1,1,1
images/train/image1106.jpg,train,1,1,1,1,1,1
images/train/image1108.jpg,train,1,1,1,1,1,1
images/train/image111.jpg,train,1,0,1,0,0,0
images/train/image1110.jpeg,train,1,0,1,0,0,0
images/train/image1112.jpg,train,1,1,1,1,1,1
images/train/image1113.jpg,train,1,1,1,1,1,1
images/train/image1115.jpg,train,1,1,1,1,1,1
images/train/image1116.jpg,train,1,1,1,1,1,1
images/train/image1117.jpg,train,0,0,0,0,0,0
images/train/image1118.jpg,train,0,0,0,0,0,0
images/train/image1119.jpg,train,0,0,0,0,0,0
images/train/image112.jpeg,train,0,1,1,0,0,0
images/train/image1122.jpg,train,0,0,0,1,1,0
images/train/image1123.jpg,train,0,1,0,0,0,0
images/train/image1124.jpg,train,0,0,0,0,1,0
images/train/image1126.jpg,train,0,0,0,1,1,0
images/train/image1127.jpg,train,0,0,0,0,0,0
images/train/image1128.jpg,train,0,0,0,1,0,0
images/train/image113.jpg,train,0,0,1,0,0,0
images/train/image1131.jpg,train,0,0,0,0,0,0
images/train/image1134.jpg,train,0,0,0,0,0,0
images/train/image1135.jpg,train,0,0,0,1,0,0
images/train/image1136.jpg,train,0,0,0,0,0,0
images/train/image1138.jpg,train,0,0,0,1,0,0
images/train/image114.jpg,train,0,0,1,0,0,0
images/train/image1140.jpg,train,1,0,0,0,0,0
images/train/image1141.jpg,train,0,0,0,1,0,0
images/train/image1142.jpg,train,0,0,0,0,0,0
images/train/image1143.jpg,train,0,1,0,1,1,0
images/train/image1144.jpg,train,0,0,0,1,0,0
images/train/image1147.jpg,train,0,0,0,0,0,0
images/train/image1148.jpg,train,0,0,0,0,0,0
images/train/image1149.jpg,train,0,0,0,1,0,0
images/train/image1150.jpg,train,0,0,0,0,0,0
images/train/image1153.jpg,train,0,0,0,0,0,0
images/train/image1154.jpg,train,0,0,0,0,0,0
images/train/image1155.jpg,train,0,0,0,0,0,0
images/train/image1156.jpg,train,0,0,0,0,0,0
images/train/image1157.jpg,train,0,0,0,0,0,0
images/train/image1158.jpg,train,0,0,0,0,0,0
images/train/image1159.jpg,train,0,0,0,1,0,0
images/train/image1160.jpg,train,0,0,0,0,0,0
images/train/image1161.jpg,train,0,0,0,1,1,0
images/train/image1162.jpg,train,0,0,1,1,0,0
images/train/image1163.jpg,train,0,0,0,0,0,0
images/train/image1164.jpg,train,0,1,0,1,0,0
images/train/image1165.jpg,train,0,0,0,0,0,0
images/train/image1166.jpg,train,0,0,0,0,1,0
images/train/image1167.jpg,train,0,0,0,0,0,0
images/train/image1168.jpg,train,0,0,0,0,0,0
images/train/image1169.jpg,train,0,0,0,0,0,0
images/train/image1170.jpg,train,0,0,0,0,0,0
images/train/image1171.jpg,train,0,0,0,0,0,0
images/train/image1172.jpg,train,0,0,0,1,0,0
images/train/image1173.jpg,train,0,0,0,1,1,0
images/train/image1174.jpg,train,0,0,0,1,0,0
images/train/image1175.jpg,train,0,0,0,0,1,0
images/train/image1176.jpg,train,0,0,0,0,0,0
images/train/image1177.jpg,train,0,0,0,0,0,0
images/train/image1179.jpg,train,0,1,0,0,0,0
images/train/image118.jpg,train,0,0,1,0,0,0
images/train/image1180.jpg,train,0,0,0,0,0,0
images/train/image1181.jpg,train,0,0,0,1,0,0
images/train/image1182.jpg,train,0,0,0,0,0,0
images/train/image1184.jpg,train,0,0,0,0,0,0
images/train/image1185.jpg,train,0,0,0,0,1,0
images/train/image1186.jpg,train,0,0,0,0,0,0
images/train/image1187.jpg,train,0,0,0,0,0,0
images/train/image1188.jpg,train,0,0,0,0,0,0
images/train/image1189.jpg,train,0,0,0,0,1,0
images/train/image119.jpg,train,1,0,1,0,0,0
images/train/image1191.jpg,train,0,0,0,0,1,0
images/train/image1192.jpg,train,0,0,0,0,0,0
images/train/image1194.jpg,train,0,0,0,0,0,0
images/train/image1195.jpg,train,0,0,0,0,0,0
images/train/image1196.jpg,train,0,0,0,0,0,0
images/train/image1197.jpg,train,0,0,0,0,0,0
images/train/image1198.jpg,train,0,0,0,0,0,0
images/train/image1199.jpg,train,0,0,0,1,0,0
images/train/image120.jpg,train,1,1,1,0,0,0
images/train/image1200.jpg,train,0,0,0,0,1,0
images/train/image1201.jpg,train,0,0,0,0,0,0
images/train/image1202.jpg,train,0,0,0,0,1,0
images/train/image1204.jpg,train,0,0,0,0,1,0
images/train/image1206.jpg,train,0,0,0,0,0,0
images/train/image1207.jpg,train,0,0,0,0,0,0
images/train/image1208.jpg,train,0,0,0,0,0,0
images/train/image1209.jpg,train,0,0,0,0,0,0
images/train/image121.jpg,train,1,0,1,0,0,0
images/train/image1210.jpg,train,0,0,0,0,0,0
images/train/image1212.jpg,train,0,0,0,0,1,0
images/train/image1213.jpg,train,0,0,0,0,0,0
images/train/image1214.jpg,train,0,0,0,0,0,0
images/train/image1216.jpg,train,1,0,0,0,0,0
images/train/image1218.jpg,train,0,0,0,0,0,0
images/train/image1219.jpg,train,0,0,0,0,0,0
images/train/image1220.jpg,train,0,0,0,0,0,0
images/train/image1221.jpg,train,0,0,0,0,0,0
images/train/image1222.jpg,train,0,0,0,0,0,0
images/train/image1224.jpg,train,0,0,0,0,0,0
images/train/image1225.jpg,train,0,0,0,0,0,0
images/train/image1226.jpg,train,0,0,0,0,0,0
images/train/image1227.jpg,train,0,0,0,0,0,0
images/train/image1228.jpg,train,0,0,0,0,0,0
images/train/image123.jpg,train,1,1,1,0,0,0
images/train/image1230.jpg,train,0,0,0,0,1,0
images/train/image1232.jpg,train,0,0,0,0,0,0
images/train/image1233.jpg,train,0,1,0,0,0,0
images/train/image1236.jpg,train,0,0,0,0,0,0
images/train/image1237.jpg,train,0,0,0,0,0,0
images/train/image1238.jpg,train,0,0,0,0,0,0
images/train/image124.jpg,train,1,0,1,0,0,0
images/train/image1240.jpg,train,0,0,0,0,0,0
images/train/image1241.jpg,train,0,0,0,0,0,0
images/train/image1242.jpg,train,0,0,0,0,0,0
images/train/image1243.jpg,train,0,0,0,0,0,0
images/train/image1244.jpg,train,1,1,0,1,0,0
images/train/image1245.jpg,train,0,0,0,0,0,0
images/train/image1246.jpg,train,0,0,0,0,0,0
images/train/image1247.jpg,train,0,0,0,0,0,0
images/train/image1249.jpg,train,0,0,0,0,0,0
images/train/image125.jpg,train,1,0,1,0,0,0
images/train/image1250.jpg,train,0,0,0,0,0,0
images/train/image1251.jpg,train,0,0,0,0,0,0
images/train/image1253.jpg,train,0,0,0,0,0,0
images/train/image1254.jpg,train,0,0,0,0,0,0
images/train/image1255.jpg,train,0,0,0,1,0,0
images/train/image1257.jpg,train,0,0,0,0,0,0
images/train/image1258.jpg,train,0,0,0,0,0,0
images/train/image1259.jpg,train,0,0,0,0,0,0
images/train/image126.jpg,train,1,1,1,1,0,0
images/train/image1260.jpg,train,0,0,0,0,0,0
images/train/image1261.jpg,train,0,1,0,0,0,0
images/train/image1262.jpg,train,0,0,0,0,0,0
images/train/image1263.jpg,train,0,0,0,0,0,0
images/train/image1265.jpg,train,0,0,0,0,0,0
images/train/image1266.jpg,train,0,0,0,0,0,0
images/train/image1267.jpg,train,0,0,0,0,0,0
images/train/image1268.jpg,train,0,0,0,0,0,0
images/train/image1269.jpg,train,1,0,0,0,0,0
images/train/image127.jpg,train,1,1,1,1,0,0
images/train/image1271.jpg,train,0,0,0,0,0,0
images/train/image1272.jpg,train,0,0,0,0,0,0
images/train/image1274.jpg,train,0,0,0,0,0,0
images/train/image1275.jpg,train,0,0,0,0,0,0
images/train/image1277.jpg,train,0,1,0,0,0,0
images/train/image1278.jpg,train,0,0,0,0,0,0
images/train/image1279.jpg,train,0,0,0,0,0,0
images/train/image128.jpg,train,1,0,1,0,0,0
images/train/image1280.jpg,train,0,0,0,0,1,0
images/train/image1281.jpg,train,0,0,0,0,0,0
images/train/image1282.jpg,train,0,0,0,0,0,0
images/train/image1283.jpg,train,0,0,0,0,0,0
images/train/image1284.jpg,train,0,0,0,0,0,0
images/train/image1285.jpg,train,0,0,0,0,0,0
images/train/image1286.jpg,train,0,0,0,0,0,0
images/train/image1287.jpg,train,0,0,0,0,0,0
images/train/image1288.jpg,train,0,0,0,0,0,0
images/train/image1289.jpg,train,1,1,0,0,0,0
images/train/image129.jpg,train,0,0,1,1,1,0
images/train/image1291.jpg,train,0,0,0,0,0,0
images/train/image1294.jpg,train,0,0,0,0,0,0
images/train/image1295.jpg,train,0,0,0,0,0,0
images/train/image1296.jpg,train,0,0,0,0,0,0
images/train/image1297.jpg,train,0,0,0,0,0,0
images/train/image1298.jpg,train,0,0,0,0,0,0
images/train/image1299.jpg,train,1,0,0,0,0,0
images/train/image13.jpeg,train,1,0,1,0,0,0
images/train/image1300.jpg,train,0,0,0,0,0,0
images/train/image1302.jpg,train,0,0,0,0,0,0
images/train/image1303.jpg,train,0,0,0,0,1,0
images/train/image1304.jpg,train,0,0,0,0,0,0
images/train/image1305.jpg,train,0,0,0,0,0,0
images/train/image1307.jpg,train,0,0,0,0,0,0
images/train/image1308.jpg,train,0,0,0,0,0,0
images/train/image1309.jpg,train,0,0,0,0,0,0
images/train/image131.jpg,train,1,0,1,0,0,0
images/train/image1310.jpg,train,0,0,0,0,0,0
images/train/image1311.jpg,train,0,0,0,0,0,0
images/train/image1312.jpg,train,0,0,0,0,0,0
images/train/image1313.jpg,train,0,0,0,0,0,0
images/train/image1314.jpg,train,0,0,0,0,0,0
images/train/image1315.jpg,train,0,0,0,0,0,0
images/train/image1316.jpg,train,0,0,0,0,0,0
images/train/image1317.jpg,train,0,0,0,0,0,0
images/train/image1318.jpg,train,0,0,0,0,0,0
images/train/image1319.jpg,train,0,0,0,0,0,0
images/train/image1320.jpg,train,0,0,0,0,1,0
images/train/image1321.jpg,train,0,0,0,0,0,0
images/train/image1322.jpg,train,0,0,0,0,0,0
images/train/image1323.jpg,train,0,0,0,1,1,0
images/train/image1324.jpg,train,0,0,0,1,0,0
images/train/image1325.jpg,train,0,0,0,0,0,0
images/train/image1326.jpg,train,0,0,0,0,0,0
images/train/image1327.jpg,train,0,0,0,0,0,0
images/train/image1328.jpg,train,0,0,0,0,1,0
images/train/image1329.jpg,train,0,0,0,0,0,0
images/train/image133.jpeg,train,1,0,1,1,0,0
images/train/image1334.jpg,train,0,0,0,0,0,0
images/train/image1335.jpg,train,0,0,0,0,0,0
images/train/image1336.jpg,train,0,0,0,0,0,0
images/train/image1337.jpg,train,0,0,0,0,1,0
images/train/image1338.jpg,train,0,0,0,0,0,0
images/train/image1339.jpg,train,0,0,0,0,0,0
images/train/image134.jpg,train,1,0,1,0,0,0
images/train/image1340.jpg,train,0,0,0,0,0,0
images/train/image1343.jpg,train,0,0,0,0,0,0
images/train/image1345.jpg,train,0,0,0,0,0,0
images/train/image1347.jpg,train,0,0,0,0,0,0
images/train/image1348.jpg,train,0,0,0,0,0,0
images/train/image1349.jpg,train,0,0,0,0,0,0
images/train/image135.jpg,train,1,0,1,0,0,0
images/train/image1350.jpg,train,0,0,0,0,0,0
images/train/image1351.jpg,train,0,1,0,0,0,0
images/train/image1352.jpg,train,0,0,0,0,0,0
images/train/image1353.jpg,train,0,0,0,0,0,0
images/train/image1355.jpg,train,0,0,0,0,0,0
images/train/image1356.jpg,train,0,0,0,0,0,0
images/train/image1357.jpg,train,1,0,0,0,0,0
images/train/image1358.jpg,train,1,0,0,0,0,0
images/train/image1359.jpg,train,0,0,0,0,0,0
images/train/image136.jpg,train,1,0,1,1,0,0
images/train/image1360.jpg,train,0,1,0,0,0,0
images/train/image1361.jpg,train,0,0,0,0,0,0
images/train/image1362.jpg,train,0,0,0,0,0,0
images/train/image1363.jpg,train,0,0,0,0,0,0
images/train/image1364.jpg,train,0,0,0,0,0,0
images/train/image1365.jpg,train,0,0,0,0,0,0
images/train/image1366.jpg,train,0,0,0,0,0,0
images/train/image1367.jpg,train,0,1,0,0,0,0
images/train/image1368.jpg,train,0,0,0,1,0,0
images/train/image1370.jpg,train,0,0,0,0,0,0
images/train/image1371.jpg,train,0,0,0,0,0,0
images/train/image1372.jpg,train,0,0,0,0,0,0
images/train/image1373.jpg,train,0,0,0,0,0,0
images/train/image1374.jpg,train,0,0,0,0,0,0
images/train/image1376.jpg,train,0,0,0,0,0,0
images/train/image1378.jpg,train,0,0,0,0,0,0
images/train/image1379.jpg,train,0,0,0,0,0,0
images/train/image138.jpg,train,0,0,1,1,0,0
images/train/image1380.jpg,train,0,0,0,0,0,0
images/train/image1381.jpg,train,0,0,0,0,0,0
images/train/image1382.jpg,train,0,0,0,0,0,0
images/train/image1383.jpg,train,0,0,0,0,0,0
images/train/image1384.jpg,train,0,0,0,0,0,0
images/train/image1385.jpg,train,0,0,0,0,0,0
images/train/image1386.jpg,train,0,0,0,0,0,0
images/train/image1387.jpg,train,0,0,0,1,0,0
images/train/image1388.jpg,train,0,0,0,0,0,0
images/train/image1389.jpg,train,0,0,0,0,0,0
images/train/image139.jpg,train,1,0,1,0,0,0
images/train/image1390.jpg,train,0,0,0,0,0,0
images/train/image1391.jpg,train,0,0,0,0,0,0
images/train/image1393.jpg,train,0,0,0,0,0,0
images/train/image1394.jpg,train,0,0,0,0,0,0
images/train/image1395.jpg,train,0,0,0,1,0,0
images/train/image1396.jpg,train,0,0,0,1,0,0
images/train/image1398.jpg,train,0,0,0,0,0,0
images/train/image1399.jpg,train,0,0,0,1,0,0
images/train/image14.jpeg,train,1,0,1,0,0,0
images/train/image1400.jpg,train,0,0,0,0,0,0
images/train/image1401.jpg,train,0,0,0,0,0,0
images/train/image1403.jpg,train,0,0,0,0,0,0
images/train/image1404.jpg,train,0,0,0,0,0,0
images/train/image1405.jpg,train,0,0,0,0,0,0
images/train/image1407.jpg,train,0,0,0,0,0,0
images/train/image1408.jpg,train,0,0,0,0,0,0
images/train/image1409.jpg,train,0,0,0,0,0,0
images/train/image1410.jpg,train,0,0,0,0,0,0
images/train/image1411.jpg,train,0,0,0,1,0,0
images/train/image1412.jpg,train,0,0,0,0,0,0
images/train/image1413.jpg,train,0,0,0,0,0,0
images/train/image1414.jpg,train,0,0,0,0,0,0
images/train/image1415.jpg,train,0,0,0,1,0,0
images/train/image1416.jpg,train,0,0,0,0,0,0
images/train/image142.jpg,train,1,1,1,0,0,0
images/train/image143.jpg,train,1,0,1,0,0,0
images/train/image145.jpg,train,1,0,1,0,0,0
images/train/image146.jpg,train,1,0,1,1,0,0
images/train/image147.jpg,train,1,0,1,0,0,0
images/train/image148.jpg,train,1,0,1,0,0,0
images/train/image15.jpg,train,1,1,1,0,0,0
images/train/image152.jpeg,train,1,1,1,1,0,0
images/train/image153.jpg,train,1,1,1,0,0,0
images/train/image154.jpg,train,1,0,1,1,0,0
images/train/image155.jpeg,train,1,1,1,0,0,0
images/train/image156.jpg,train,1,1,1,0,0,0
images/train/image157.jpeg,train,1,0,1,0,0,0
images/train/image158.jpeg,train,1,0,1,0,0,0
images/train/image159.jpeg,train,1,1,0,0,1,0
images/train/image16.jpeg,train,1,0,1,0,0,0
images/train/image162.jpg,train,1,1,1,0,0,0
images/train/image163.jpg,train,1,0,1,0,0,0
images/train/image165.jpg,train,1,0,1,0,0,0
images/train/image166.jpg,train,1,0,1,0,0,0
images/train/image17.jpg,train,1,1,1,0,0,0
images/train/image170.jpg,train,1,0,1,0,0,0
images/train/image172.jpg,train,1,1,1,0,0,0
images/train/image173.jpg,train,1,1,1,0,0,0
images/train/image174.jpg,train,1,0,1,0,0,0
images/train/image175.jpg,train,1,1,1,1,0,0
images/train/image177.jpg,train,1,0,1,0,1,0
images/train/image178.jpg,train,1,1,0,0,1,0
images/train/image179.jpg,train,1,0,1,0,0,0
images/train/image18.jpeg,train,1,0,0,1,0,0
images/train/image181.jpg,train,1,1,1,0,0,0
images/train/image183.jpg,train,1,0,1,0,0,0
images/train/image184.jpg,train,1,0,1,0,0,0
images/train/image185.jpg,train,1,0,1,0,0,0
images/train/image186.jpg,train,1,0,1,0,1,0
images/train/image187.jpg,train,1,0,1,0,1,0
images/train/image188.jpg,train,1,1,1,1,1,1
images/train/image189.jpg,train,1,1,1,0,0,0
images/train/image19.jpeg,train,1,0,1,0,1,0
images/train/image191.jpg,train,1,0,1,1,1,0
images/train/image192.jpg,train,1,1,1,1,0,0
images/train/image193.jpg,train,1,1,1,1,0,0
images/train/image194.jpg,train,1,1,1,1,0,0
images/train/image195.jpg,train,1,1,1,0,0,0
images/train/image196.jpg,train,1,0,1,0,0,0
images/train/image197.jpg,train,1,0,1,0,0,0
images/train/image198.jpg,train,1,0,1,0,0,0
images/train/image2.jpg,train,1,0,1,0,1,0
images/train/image20.jpg,train,1,1,1,0,1,0
images/train/image200.jpg,train,1,0,1,0,0,0
images/train/image201.jpg,train,1,0,1,0,1,0
images/train/image203.jpg,train,1,1,1,0,1,0
images/train/image204.jpg,train,1,1,1,0,1,0
images/train/image205.jpg,train,1,0,1,0,0,0
images/train/image206.jpg,train,1,1,1,0,1,0
images/train/image208.jpeg,train,1,1,1,1,0,0
images/train/image209.jpg,train,1,0,1,0,0,0
images/train/image21.jpeg,train,1,1,1,0,0,0
images/train/image210.jpg,train,1,1,1,1,0,0
images/train/image211.jpeg,train,1,0,1,0,0,0
images/train/image213.jpg,train,0,1,1,1,1,0
images/train/image214.jpeg,train,0,0,1,0,0,0
images/train/image215.jpeg,train,0,0,1,0,0,0
images/train/image216.jpg,train,1,0,1,0,0,0
images/train/image217.jpg,train,1,1,1,1,0,0
images/train/image218.jpg,train,1,1,1,0,0,0
images/train/image219.jpg,train,1,1,1,1,0,0
images/train/image22.jpg,train,1,1,1,1,0,0
images/train/image220.jpg,train,1,1,1,0,0,0
images/train/image221.jpg,train,1,1,1,0,0,0
images/train/image222.jpg,train,1,1,1,1,0,0
images/train/image223.jpg,train,0,0,1,0,0,0
images/train/image224.jpg,train,1,0,1,0,0,0
images/train/image226.jpg,train,1,0,1,0,0,0
images/train/image227.jpg,train,1,0,1,0,0,0
images/train/image228.jpg,train,0,0,1,0,0,0
images/train/image229.jpg,train,0,0,1,0,0,0
images/train/image232.jpg,train,1,0,1,0,0,0
images/train/image233.jpg,train,1,0,1,0,0,0
images/train/image234.jpg,train,1,0,1,0,0,0
images/train/image235.jpg,train,1,1,1,1,1,1
images/train/image236.jpg,train,1,1,1,1,1,1
images/train/image237.jpg,train,1,1,1,1,1,1
images/train/image239.jpg,train,1,1,1,1,1,1
images/train/image24.jpg,train,1,1,1,1,1,1
images/train/image240.jpg,train,1,1,1,1,1,1
images/train/image242.jpg,train,1,1,1,1,1,1
images/train/image243.jpg,train,1,1,1,1,1,1
images/train/image244.jpg,train,1,1,1,1,1,1
images/train/image245.jpg,train,1,1,1,1,1,1
images/train/image246.jpg,train,1,1,1,1,1,1
images/train/image247.jpg,train,1,1,1,1,1,1
images/train/image248.jpg,train,1,1,1,1,1,1
images/train/image249.jpg,train,1,1,1,1,1,1
images/train/image25.jpeg,train,1,1,1,0,1,0
images/train/image250.jpg,train,1,1,1,1,1,1
images/train/image251.jpg,train,1,1,1,1,1,1
images/train/image252.jpg,train,1,1,1,1,0,0
images/train/image254.jpg,train,1,1,1,1,1,1
images/train/image255.jpg,train,1,1,1,1,1,1
images/train/image256.jpg,train,1,1,1,1,1,1
images/train/image258.jpg,train,1,1,1,1,1,1
images/train/image26.jpeg,train,1,0,1,0,0,0
images/train/image260.jpg,train,1,1,1,1,1,1
images/train/image261.jpg,train,1,1,1,1,1,1
images/train/image262.jpg,train,1,1,1,1,1,1
images/train/image263.jpg,train,1,1,1,1,1,1
images/train/image264.jpg,train,1,1,1,1,1,1
images/train/image265.jpg,train,1,1,1,1,1,1
images/train/image266.jpg,train,1,1,1,1,1,1
images/train/image267.jpg,train,1,1,1,1,1,1
images/train/image268.jpg,train,1,1,1,1,1,1
images/train/image269.jpg,train,1,1,1,1,1,1
images/train/image272.jpg,train,1,1,1,1,1,1
images/train/image273.jpg,train,1,1,1,1,1,1
images/train/image274.jpg,train,1,1,1,1,1,1
images/train/image275.jpg,train,1,1,1,1,1,1
images/train/image276.jpg,train,1,1,1,1,1,1
images/train/image277.jpg,train,1,1,1,1,1,1
images/train/image279.jpg,train,1,1,1,0,1,0
images/train/image28.jpeg,train,1,0,1,0,0,0
images/train/image280.jpg,train,1,1,1,1,1,1
images/train/image281.jpg,train,1,1,1,1,1,1
images/train/image282.jpg,train,1,1,1,1,1,1
images/train/image283.jpg,train,1,1,1,1,1,1
images/train/image284.jpg,train,1,1,1,0,0,0
images/train/image285.jpg,train,1,0,1,0,1,0
images/train/image286.jpg,train,1,0,1,0,0,0
images/train/image288.jpg,train,1,1,1,1,1,1
images/train/image289.jpg,train,1,1,1,1,1,1
images/train/image29.jpeg,train,1,0,1,0,0,0
images/train/image290.jpg,train,1,1,1,0,1,0
images/train/image291.jpg,train,1,1,1,1,1,1
images/train/image292.jpg,train,1,1,1,1,1,1
images/train/image293.jpeg,train,0,1,1,0,0,0
images/train/image294.jpg,train,1,1,1,1,1,1
images/train/image295.jpg,train,1,1,1,1,1,1
images/train/image297.jpg,train,1,1,1,1,1,1
images/train/image298.jpg,train,1,1,1,1,1,1
images/train/image299.jpg,train,1,1,1,1,1,1
images/train/image3.jpeg,train,1,0,1,0,0,0
images/train/image30.jpeg,train,1,0,1,1,0,0
images/train/image300.jpeg,train,0,0,1,0,0,0
images/train/image301.jpg,train,1,1,1,0,1,0
images/train/image302.jpg,train,1,1,1,1,1,1
images/train/image303.jpg,train,1,1,1,1,1,1
images/train/image304.jpg,train,0,0,1,0,0,0
images/train/image305.jpg,train,1,1,1,0,0,0
images/train/image306.jpg,train,1,0,1,0,0,0
images/train/image307.jpg,train,0,0,1,0,0,0
images/train/image308.jpg,train,1,0,1,0,0,0
images/train/image309.jpg,train,1,0,0,0,0,0
images/train/image310.jpg,train,1,0,1,0,1,0
images/train/image311.jpg,train,1,1,1,0,0,0
images/train/image312.jpg,train,1,1,1,0,0,0
images/train/image313.jpg,train,1,1,1,0,0,0
images/train/image314.jpg,train,1,0,1,0,0,0
images/train/image315.jpg,train,1,1,1,0,0,0
images/train/image316.jpg,train,1,1,1,0,1,0
images/train/image317.jpg,train,1,1,1,0,0,0
images/train/image319.jpg,train,1,0,1,0,1,0
images/train/image32.jpeg,train,1,1,1,0,1,0
images/train/image320.jpg,train,1,0,1,0,1,0
images/train/image321.jpg,train,1,0,1,1,0,0
images/train/image322.jpg,train,1,0,1,0,0,0
images/train/image323.jpg,train,1,0,1,0,1,0
images/train/image325.jpg,train,1,1,1,0,0,0
images/train/image326.jpg,train,1,1,1,0,0,0
images/train/image327.jpeg,train,1,0,1,0,0,0
images/train/image328.jpeg,train,1,0,1,0,0,0
images/train/image33.jpg,train,1,1,1,0,1,0
images/train/image331.jpg,train,0,1,1,0,0,0
